Q101	Q102	HAGE	Q103	Q106	Q107	Q108	Q109	Q201	Q202	Q203	Q204	Q205	Q205_98_OTHER	Q205B	Q205C	Q206	Q207	Q207_98_OTHER	Q207B	Q207C	Q208	Q209	Q209A	HGROUP	Q301_1	Q301B	Q302_1	Q302_2	Q302_3	Q302_4	Q302_5	Q302_6	Q302_7	Q302_8	Q302_9	Q302_10	Q302_11	Q303	Q304	Q305	Q305DK_99	HQ305	Q401_3	Q401_2	Q401_1	Q401DK_98	Q402	Q403N_1	Q403N_2	Q403N_3	Q403N_4	Q403N_5	Q403N_6	Q403N_7	Q404	Q405	Q406	Q406A	Q407	Q601	Q602_1	Q602_2	Q602_3	Q602_4	Q602_5	Q602_6	Q602_7	Q602_8	Q602_9	Q602_10	Q602_11	Q602_12	Q602_13	Q1106B1	Q1106B2_1	Q1106B2_2	Q1106B2_3	Q1106B2_4	Q1106B2_5	Q1106B2_6	Q1106B2_7	Q1106B2_8	HQ700_1	HQ700_2	HQ700_3	HQ700_4	HQ700_5	HQ700_6	HQ700_7	HQ700_8	HXNEW1_10	HXNEW1_20	HXNEW1_30	HXNEW1_40	HXNEW2_10	HXNEW2_20	HXNEW2_30	HXNEW2_40	HXNEWORDER_1	HXNEWORDER_2	Q701X1A	Q701X1	Q703X1	Q704X1	Q701X2A	Q701X2	Q703X2	Q704X2	Q701X3A	Q701X3	Q703X3	Q704X3	Q701X4A	Q701X4	Q703X4	Q704X4	Q701X5	Q703X5	Q704X5	Q701X6A	Q701X6	Q703X6	Q704X6	Q701X7A	Q701X7	Q703X7	Q704X7	Q701X8	Q703X8	Q704X8	HQ700ORDER_1	HQ700ORDER_2	Q1101	Q1101_98_OTHER	Q1102	Q1103	Q1104	Q1105	Q1106	Q1107	Q1101F	Q1102F	Q1103F	Q1104F	Q1105F	Q1106F	HXADITIONALTIME_1	HXADITIONALTIME_2	HXADITIONALTIME_3	HXADITIONALTIME_4	HXADITIONALTIME_5	HXADITIONALTIME_6	HXADITIONALTIME_7	HXADITIONALTIME_8	HFROMTIME_1	HTOTIME_1	HTOTIME_2	HTOTIME_3	HTOTIME_4	HTOTIME_5	HTOTIME_6	HTOTIME_7	HTOTIME_8	LOIM	HXNEW1_5	HXNEW2_5	HXNEW1_50	HXNEW1_60	HXNEW2_50	HXNEW2_60	BIDS	ORIGSVYLANG	CENSUSRGN	ID
2	1994	1	1	4	2	3	2	7	 	2	 	2	 	2	77	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	1	3	0	1	0	0	0	0	0	0	0	0	0	1	2	90	0	 	8	 	 	0	2	 	 	 	 	 	 	 	5	3	1	1	2	50	8	6	6	8	8	8	8	8	8	8	6	7	8	2	 	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	10	40	2	2	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	1	3	 	 	 	 	 	 	 	1	6	 	 	 	 	 	 	 	 	6	4	4	1	1	3	10	 	 	 	 	40	 	 	30	40	 	 	 	 	70	 	 	7.97	 	 	 	 	 	 	0	1	9	32
2	1993	1	1	5	2	1	4	7	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	5:Respondent in NH within last 6 mo short term	5	 	1	0	0	1	0	0	0	0	0	0	0	6	2	30	0	 	 	2	 	0	2	 	 	 	 	 	 	 	5	5	1	3	1	50	4	4	10	9	8	10	10	8	10	9	8	9	10	4	 	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	30	30	2	2	2	5	 	 	 	 	 	 	 	 	 	 	 	 	2	2	5	 	 	 	 	 	 	 	 	 	 	 	1	5	3	 	1	1	6	1	4	4	 	 	 	 	 	 	30	 	 	 	30	 	 	 	30	60	 	 	 	60	 	 	 	8.68	 	 	 	 	 	 	0	1	1	33
1	1955	5	1	2	2	2	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3:Respondent in NH currently Long term respondent	1	 	1	0	0	0	0	0	0	0	0	0	0	3	2	30	1	1	1	5	 	0	2	 	 	 	 	 	 	 	4	5	2	 	1	30	4	4	7	5	7	7	5	7	7	9	5	8	3	2	 	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	30	10	 	 	 	 	2	2	2	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	4	2	8	4	 	1	3	10	1	5	1	 	 	 	 	 	 	 	30	 	 	 	 	 	10	30	 	60	 	 	 	 	 	40	15.74	 	 	 	 	 	 	0	1	3	34
1	1985	2	1	3	2	1	5	7	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	5:Respondent in NH within last 6 mo short term	5	 	0	0	1	0	0	0	0	0	0	0	0	1	1	30	0	 	10	10	10	0	1	1	0	0	0	0	0	0	5	5	1	5	1	100	10	10	10	10	10	10	10	10	10	10	10	10	10	6	 	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	20	20	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	5	 	 	 	 	 	 	 	 	 	 	 	1	1	5	4	8	1	 	19	1	3	1	5	5	 	 	 	 	 	 	 	 	 	20	 	 	 	20	30	 	 	 	50	 	 	 	50	17.2	 	 	 	 	 	 	0	1	9	35
1	1989	2	1	6	2	1	3	7	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	5:Respondent in NH within last 6 mo short term	4	 	1	1	1	0	0	0	0	0	1	1	0	7	1	30	0	 	2	2	2	0	1	1	1	1	1	0	0	0	5	5	1	1	1	90	9	9	7	10	9	8	8	8	7	10	8	8	8	3	 	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	20	30	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	5	 	 	 	 	 	 	 	1	1	1	5	 	 	 	7	4	1	 	2	2	2	1	5	3	 	 	 	 	 	 	 	 	 	30	 	 	20	 	30	 	 	 	60	 	 	50	 	30.12	 	 	 	 	 	 	0	1	9	36
1	1980	3	1	6	2	1	4	7	 	2	 	2	 	2	77	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	2	3	1	1	0	0	1	0	0	0	0	0	0	3	2	25	0	 	5	1	1	0	2	 	 	 	 	 	 	 	2	1	1	2	2	40	5	6	5	4	3	5	4	4	5	5	5	6	5	6	 	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	10	10	 	 	 	 	 	 	 	 	 	 	 	 	2	2	2	3	 	 	 	2	2	1	3	 	 	 	 	 	 	 	6	4	 	 	 	 	 	 	 	 	1	2	2	11	1	4	 	 	 	10	 	10	 	 	30	 	 	 	40	 	40	 	 	6.06	 	 	 	 	 	 	0	1	2	37
1	1985	2	1	9	2	1	5	7	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	5:Respondent in NH within last 6 mo short term	5	 	1	0	1	0	1	1	1	0	0	0	0	7	1	88	0	 	 	 	 	1	1	0	0	0	0	0	0	1	5	5	1	5	1	95	9	9	9	9	8	10	8	9	8	8	9	9	8	5	 	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	40	20	 	 	 	 	1	1	1	5	 	 	 	 	1	1	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	4	1	 	2	3	3	1	5	4	 	 	 	 	 	 	 	40	 	20	 	 	 	 	30	 	70	 	50	 	 	 	 	11.36	 	 	 	 	 	 	0	1	3	38
2	1994	1	1	3	2	1	1	7	 	2	 	2	 	2	85	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	3	3	1	0	0	0	0	0	0	0	0	0	0	2	2	60	0	 	 	6	 	0	2	 	 	 	 	 	 	 	2	2	1	2	1	50	8	8	8	8	8	8	8	8	8	8	8	8	8	2	 	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	20	30	2	2	2	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	2	2	 	 	 	1	7	 	 	 	 	 	 	 	 	1	2	1	3	9	4	20	 	 	 	 	 	30	 	30	50	 	 	 	 	 	60	 	6.51	 	 	 	 	 	 	0	1	6	39
1	1985	2	1	8	2	1	5	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3:Respondent in NH currently Long term respondent	 	 	0	0	1	0	0	0	0	0	0	1	0	2	2	7	0	 	7	8	12	0	1	1	0	0	0	0	0	0	5	5	1	1	1	100	10	10	10	10	10	10	10	10	10	10	10	10	10	4	 	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	20	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	5	1	1	5	8	7	1	 	2	1	3	1	5	4	 	 	 	 	 	 	 	 	 	 	 	 	40	20	30	 	 	 	 	 	 	70	50	30.45	 	 	 	 	 	 	0	1	9	40
2	1995	1	1	4	1	5	1	7	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	5:Respondent in NH within last 6 mo short term	4	 	1	0	0	0	0	0	0	0	0	0	0	3	2	120	0	 	2	 	 	0	2	 	 	 	 	 	 	 	2	2	1	4	1	70	8	6	3	8	2	3	7	8	7	8	3	8	4	4	 	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	30	40	 	 	 	 	1	1	2	2	 	 	 	 	 	 	 	 	1	2	4	 	 	 	 	 	 	 	 	 	 	 	5	2	3	 	3	1	2	9	4	1	 	 	 	 	 	 	 	40	 	 	30	 	 	 	30	 	70	 	 	60	 	 	 	5.71	 	 	 	 	 	 	0	1	8	41
2	1972	4	1	3	2	1	2	7	 	2	 	2	 	2	84	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	1	3	0	0	0	0	0	1	0	1	0	0	0	2	2	30	1	1	2	4	 	0	1	0	0	0	0	1	0	0	2	1	1	2	2	50	10	10	10	10	7	10	10	9	2	9	10	10	8	2	 	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	20	20	2	2	2	5	 	 	 	 	2	2	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	 	 	 	 	 	 	 	 	1	2	0	 	7	4	20	 	20	 	 	 	 	 	30	50	 	50	 	 	 	 	 	9.58	 	 	 	 	 	 	0	1	1	42
2	1989	2	1	6	2	1	3	7	 	2	 	2	 	1	74	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	1	3	1	0	1	0	0	0	0	0	0	1	0	4	2	7	0	 	 	2	 	0	2	 	 	 	 	 	 	 	1	4	2	 	2	60	6	7	6	7	6	7	7	5	7	6	7	8	8	5	 	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	20	40	 	 	 	 	 	 	 	 	2	1	1	2	 	 	 	 	 	 	 	2	2	2	4	 	 	 	 	 	 	 	6	3	 	 	 	 	 	 	 	 	1	2	1	1	2	5	 	 	40	 	 	20	 	 	30	 	 	70	 	 	50	 	 	9.36	 	 	 	 	 	 	0	1	4	43
1	1983	2	1	8	2	3	5	7	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	5:Respondent in NH within last 6 mo short term	4	 	1	0	0	0	0	0	0	0	0	1	0	7	2	45	0	 	 	3	12	0	2	 	 	 	 	 	 	 	5	4	2	 	2	90	9	10	8	10	10	9	8	9	8	10	9	8	8	4	 	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	30	20	1	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	1	1	5	 	 	 	 	 	 	 	 	 	 	 	1	5	4	 	2	2	12	1	5	5	 	 	 	 	 	 	30	 	 	 	20	 	 	 	30	60	 	 	 	50	 	 	 	30.02	 	 	 	 	 	 	0	1	3	44
1	1990	2	1	8	2	1	4	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1:Respondent in NH currently short term	5	 	1	0	1	0	0	0	0	0	0	0	0	5	1	60	0	 	5	2	2	0	1	0	0	0	0	0	1	0	5	5	1	5	1	100	8	7	8	8	9	8	8	8	9	9	8	9	9	2	 	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	20	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	4	1	2	1	4	 	 	 	 	 	 	 	6	5	5	 	2	2	2	1	4	4	 	 	 	 	 	 	 	 	 	 	30	20	 	 	30	 	 	 	 	60	50	 	 	10.58	 	 	 	 	 	 	0	1	2	45
2	1959	5	1	6	2	1	3	7	 	2	 	1	 	1	91	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	5	5	1	1	0	0	0	0	0	0	0	0	0	3	2	90	0	 	2	 	 	0	2	 	 	 	 	 	 	 	1	2	1	2	1	100	8	9	9	9	9	9	10	9	10	10	9	9	9	2	 	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	30	20	2	2	3	1	 	 	 	 	 	 	 	 	2	1	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	 	 	 	 	 	 	 	 	1	2	0	 	1	5	20	 	 	30	 	 	 	 	30	50	 	 	60	 	 	 	 	10.87	 	 	 	 	 	 	0	1	2	46
1	1991	2	1	8	2	1	3	7	 	2	 	2	 	1	75	1	 	 	 	 	 	 	 	2:Family member in NH currently short term	5	4	0	0	1	1	0	0	0	0	0	0	0	3	2	60	0	 	2	3	1	0	2	 	 	 	 	 	 	 	5	4	2	 	2	85	10	9	9	10	9	9	10	9	9	9	10	10	10	4	 	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	20	30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	2	4	1	1	4	8	7	 	 	 	 	 	 	 	 	1	2	1	5	1	5	 	 	 	 	 	 	30	20	30	 	 	 	 	 	 	60	50	7.08	 	 	 	 	 	 	0	1	5	47
2	1959	5	1	3	2	1	3	7	 	2	 	98	Aunt	2	90	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	5	4	0	0	1	1	1	0	0	0	0	0	0	4	2	25	0	 	2	1	2	0	2	 	 	 	 	 	 	 	3	2	1	2	2	85	10	7	8	7	7	7	9	7	8	8	7	9	8	4	 	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	40	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	3	3	1	1	2	3	 	 	 	 	 	 	 	6	5	 	 	 	 	 	 	 	 	1	2	0	 	1	4	 	 	 	 	10	40	 	 	30	 	 	 	 	40	70	 	 	12.87	 	 	 	 	 	 	0	1	2	48
1	1992	2	1	6	2	1	5	7	 	2	 	2	 	1	70	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	4	4	1	0	1	0	0	0	0	0	0	0	0	4	2	15	0	 	2	 	 	0	2	 	 	 	 	 	 	 	2	5	2	 	1	60	9	8	8	9	8	7	8	8	7	8	9	9	8	6	 	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	40	30	 	 	 	 	2	1	1	3	 	 	 	 	 	 	 	 	 	 	 	2	2	2	4	 	 	 	 	 	 	 	2	6	 	 	 	 	 	 	 	 	1	2	2	5	1	5	 	40	 	 	 	30	 	 	30	 	70	 	 	 	60	 	 	14.93	 	 	 	 	 	 	0	1	2	49
1	1986	2	1	3	2	1	3	7	 	2	 	2	 	1	75	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	4	5	0	0	0	0	0	0	0	1	0	0	0	1	1	10	0	 	5	 	 	0	1	1	0	0	0	0	0	0	4	4	2	 	1	60	10	10	9	9	9	9	10	10	9	9	8	10	10	6	 	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	10	20	2	1	1	5	 	 	 	 	 	 	 	 	2	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	4	 	 	 	 	 	 	 	 	1	1	0	 	1	4	10	 	 	20	 	 	 	 	30	40	 	 	50	 	 	 	 	8.48	 	 	 	 	 	 	0	1	9	50
2	1947	6	1	8	2	1	3	7	 	2	 	3	 	1	90	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	4	4	0	0	1	1	0	0	0	0	0	0	0	7	2	20	0	 	 	10	 	0	2	 	 	 	 	 	 	 	1	5	2	 	2	50	2	7	6	7	5	4	7	6	5	5	3	1	8	2	 	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	10	30	1	1	1	3	 	 	 	 	1	1	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	 	 	 	 	 	 	 	 	1	2	0	 	6	4	30	 	10	 	 	 	 	 	30	60	 	40	 	 	 	 	 	16.69	 	 	 	 	 	 	0	1	9	51
2	1952	6	1	4	2	1	3	7	 	2	 	1	 	2	89	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	5	4	0	0	0	1	0	1	0	1	0	0	0	5	2	15	0	 	 	8	 	0	1	1	0	0	0	0	0	0	2	2	1	2	2	80	8	8	6	6	4	4	7	7	7	6	8	7	8	2	 	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	30	40	 	 	 	 	 	 	 	 	2	1	3	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	3	1	8	3	 	 	 	 	 	 	 	 	1	2	0	 	6	3	 	 	40	 	 	 	 	30	30	 	 	70	 	 	 	 	60	14.9	 	 	 	 	 	 	0	1	5	52
1	1981	3	1	4	2	1	3	7	 	2	 	2	 	1	85	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	2	3	1	0	0	0	0	0	0	0	0	0	0	3	2	30	0	 	1	 	 	0	2	 	 	 	 	 	 	 	3	4	2	 	2	50	6	7	6	5	9	7	6	3	5	4	5	6	5	6	 	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	10	30	2	2	1	4	 	 	 	 	 	 	 	 	 	 	 	 	2	1	4	 	 	 	 	 	 	 	 	 	 	 	1	5	 	 	 	 	 	 	 	 	6	2	3	2	1	3	10	 	 	 	30	 	 	 	30	40	 	 	 	60	 	 	 	10.13	 	 	 	 	 	 	0	1	6	53
2	1937	7	1	3	2	1	1	7	 	2	 	5	 	2	51	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	4	4	0	0	0	0	0	1	0	0	0	0	0	4	2	20	0	 	6	 	 	0	2	 	 	 	 	 	 	 	1	5	2	 	2	70	8	8	8	8	8	8	8	8	8	8	8	8	8	2	 	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	10	20	 	 	 	 	 	 	 	 	 	 	 	 	2	1	1	5	 	 	 	2	1	2	3	 	 	 	 	 	 	 	6	4	 	 	 	 	 	 	 	 	1	2	0	 	6	5	 	 	 	20	 	10	 	 	30	 	 	 	50	 	40	 	 	20.08	 	 	 	 	 	 	0	1	3	54
1	1987	2	1	3	2	1	4	7	 	2	 	1	 	1	30	1	 	 	 	 	 	 	 	2:Family member in NH currently short term	5	5	0	1	0	1	0	0	0	0	0	1	0	5	1	30	0	 	 	 	 	1	1	0	0	0	1	0	0	0	5	4	1	1	1	90	10	9	10	8	10	10	9	9	8	8	9	9	10	6	 	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	20	30	 	 	 	 	1	1	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	5	2	8	 	 	 	 	 	 	 	 	1	2	2	16	1	5	 	20	 	 	 	 	 	30	30	 	50	 	 	 	 	 	60	13.28	 	 	 	 	 	 	0	1	3	55
2	1961	5	1	5	2	1	1	7	 	2	 	1	 	2	79	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	1	3	0	1	0	0	0	1	0	0	0	0	0	2	2	80	0	 	 	7	2	0	1	0	0	1	0	1	0	0	3	2	1	1	2	80	7	8	8	10	8	8	7	8	7	2	6	6	6	2	 	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	20	40	 	 	 	 	 	 	 	 	2	1	2	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	3	8	3	 	 	 	 	 	 	 	 	3	2	1	1	7	2	 	 	40	 	 	 	 	20	30	 	 	70	 	 	 	 	50	14.33	 	 	 	 	 	 	0	1	3	56
1	1993	1	1	5	2	1	3	7	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	5:Respondent in NH within last 6 mo short term	5	 	0	1	1	0	0	0	0	0	0	0	0	3	1	10	0	 	1	4	5	0	1	0	0	0	0	1	0	0	5	5	1	5	1	95	9	10	10	9	9	9	10	9	10	9	10	10	10	4	 	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	10	20	 	 	 	 	 	 	 	 	2	2	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	5	8	3	1	 	2	1	1	1	5	3	 	 	 	 	 	 	 	 	20	 	 	 	 	10	30	 	 	50	 	 	 	 	40	91.26	 	 	 	 	 	 	0	1	9	57
2	1990	2	1	6	2	1	2	7	 	2	 	2	 	2	75	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	2	3	0	1	0	0	0	0	0	0	0	0	0	2	2	35	0	 	1	0	0	0	2	 	 	 	 	 	 	 	2	3	1	2	2	50	8	8	7	6	6	7	7	7	7	6	8	6	8	2	 	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	10	10	 	 	 	 	 	 	 	 	1	2	1	3	 	 	 	 	 	 	 	 	 	 	 	1	 	1	3	 	 	 	7	3	 	 	 	 	 	 	 	 	1	4	2	1	1	5	 	 	10	 	 	 	10	 	30	 	 	40	 	 	 	40	 	10.99	 	 	 	 	 	 	0	1	7	58
2	1963	4	1	3	2	1	1	7	 	2	 	1	 	2	88	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	5	4	0	0	0	1	0	1	0	0	0	1	0	4	2	10	0	 	4	0	0	0	2	 	 	 	 	 	 	 	2	2	1	2	2	70	6	6	6	7	6	7	6	6	6	6	6	6	7	2	 	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	40	20	 	 	 	 	2	1	3	1	 	 	 	 	 	 	 	 	2	1	4	 	 	 	 	 	 	 	 	 	 	 	2	5	 	 	 	 	 	 	 	 	2	1	0	 	2	4	 	40	 	 	20	 	 	 	30	 	70	 	 	50	 	 	 	6.29	 	 	 	 	 	 	0	1	4	59
1	1950	6	1	9	2	1	8	7	 	2	 	98	Mother inlaw	2	95	1	 	 	 	 	 	 	 	2:Family member in NH currently short term	1	3	1	0	0	1	0	0	0	0	0	0	0	4	2	15	0	 	 	1	 	0	2	 	 	 	 	 	 	 	2	1	1	1	1	80	8	9	9	10	8	8	8	8	8	8	7	8	10	5	 	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	20	10	 	 	 	 	 	 	 	 	2	1	1	4	 	 	 	 	 	 	 	 	 	 	 	2	 	1	4	 	 	 	3	7	 	 	 	 	 	 	 	 	1	2	0	 	6	4	 	 	20	 	 	 	10	 	30	 	 	50	 	 	 	40	 	10.28	 	 	 	 	 	 	0	1	3	60
2	1982	3	1	6	2	1	5	7	 	2	 	2	 	1	97	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	2	4	0	0	0	1	0	0	0	0	0	0	0	3	2	120	0	 	 	6	 	0	2	 	 	 	 	 	 	 	3	5	2	 	2	80	7	8	8	8	9	7	9	8	8	7	8	9	8	8	 	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	30	30	 	 	 	 	 	 	 	 	 	 	 	 	2	1	1	3	 	 	 	 	 	 	 	2	 	3	2	 	 	 	4	7	 	 	 	 	 	 	 	 	1	2	2	0	1	5	 	 	 	30	 	 	30	 	30	 	 	 	60	 	 	60	 	17.75	 	 	 	 	 	 	0	1	7	61
1	1980	3	1	8	2	1	4	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1:Respondent in NH currently short term	5	 	0	0	0	0	1	1	1	0	0	0	0	1	1	60	0	 	1	12	360	0	1	1	1	1	0	0	0	0	3	5	1	1	1	100	10	9	10	10	10	9	10	10	9	9	10	10	10	4	 	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	40	10	1	1	1	5	 	 	 	 	1	1	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	1	 	1	1	1	1	5	4	 	 	 	 	 	 	10	 	40	 	 	 	 	 	30	40	 	70	 	 	 	 	 	11.12	 	 	 	 	 	 	0	1	9	62
2	1999	1	1	4	1	5	3	7	 	2	 	2	 	2	88	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	2	4	1	1	1	0	0	1	1	0	0	0	0	2	2	40	0	 	1	1	0	0	2	 	 	 	 	 	 	 	5	3	1	4	2	65	8	10	10	10	5	9	10	8	9	9	5	7	10	2	 	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	40	20	 	 	 	 	 	 	 	 	1	1	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	3	3	8	 	 	 	 	 	 	 	 	2	2	0	 	2	4	 	 	40	 	 	 	 	20	30	 	 	70	 	 	 	 	50	8.43	 	 	 	 	 	 	0	1	2	63
2	1996	1	1	5	2	1	4	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1:Respondent in NH currently short term	3	 	0	0	0	0	0	0	1	0	0	0	0	3	2	40	0	 	5	1	7	0	1	0	1	0	0	0	0	0	2	4	1	2	1	20	7	3	3	9	6	8	7	4	4	3	7	6	1	4	 	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	40	30	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	4	 	 	 	1	1	1	4	 	 	 	 	 	 	 	4	6	3	 	1	0	 	1	3	5	 	 	 	 	 	 	 	 	 	40	 	30	 	 	30	 	 	 	70	 	60	 	 	5.42	 	 	 	 	 	 	0	1	7	64
2	1981	3	1	5	2	1	2	7	 	2	 	2	 	2	91	2	 	 	 	 	 	 	 	4:Family member in NH currently long term	1	4	1	0	0	1	0	0	0	0	0	0	0	3	2	20	0	 	1	6	 	0	2	 	 	 	 	 	 	 	4	2	1	2	2	80	8	5	9	5	9	8	4	9	8	9	9	8	8	5	 	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	40	20	 	 	 	 	2	1	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	5	 	 	 	7	2	 	 	 	 	 	 	 	 	1	3	1	13	1	3	 	20	 	 	 	 	40	 	30	 	50	 	 	 	 	70	 	9.41	 	 	 	 	 	 	0	1	2	65
